ncm;cnro_enmienda;ncm_descri
56039490;006;Telas s/tejer no expresadas ni comprendidas en otra parte de peso > a 150g/m2
56039430;006;Telas s/tejer de rayon viscosa ncop.,de peso > a 150g/m2
56039190;006;Telas s/tejer  no expresadas ni comprendidas en otra parte de peso <= a 25g/m2
56039230;006;Telas s/tejer de polipropileno ncop.,de peso > a 25g/m2 y <= a 70g/m3
56031140;006;Telas s/tejer de peso <= a 25g/m2,de rayon viscosa
56031350;006;Telas s/tejer de peso > a 70 g/m2 y <= a 150 g/m2,de rayon viscosa
39069047;006;Poli(acrilato de sodio),c/capacidad de absorcion de una solucion acuosa de cloruro de sodio al 0,9 % en peso,>= a 20 veces su propio peso,en trozos,polvo,granulos,copos o similares
39072042;006;Copolimeros de oxido de etileno en formas primarias
38260000;006;Biodiesel y sus mezclas,s/aceites de petroleo o de mineral bituminoso o c/un contenido <= al 70% en peso de estos aceites
29319049;006;Compuestos organo-estannicos ncop.
28529000;006;Compuestos de mercurio excluidos de constitucion quimica definida,los compuestos organicos y las amalgamas
27102000;006;Aceites de petroleo o de mineral bituminoso(excepto los aceites crudos)y preparaciones ncop.,c/un contenido de los mismos >= al 70% en peso,en las que estos aceites constituyan el elemento base,que contengan biodiesel,excluido los desechos de aceites
23099050;006;Preparaciones p/alimentacion de animales c/un contenido de clorhidrato de ractopamina >= al 2 % en peso,c/soporte de salvado de soja
23099060;006;Preparaciones p/alimentacion de animales que contengan xilanasa y betaglucanasa c/soporte de harina de trigo
22071010;006;Alcohol etilico s/desnaturalizar c/grado alcoholico volumetrico >= al 80 % vol,c/un contenido de agua <= a 1 % vol.
22072019;006;Alcohol etilico desnaturalizado de cualquier graduacion excluido c/un contenido de agua <= a 1 % vol.
16055100;006;Ostras preparadas o conservadas
16055400;006;Jibias, globitos, calamares y potas preparados o conservados
16055800;006;Caracoles preparados o conservados,excluidos los de mar
16056300;006;Medusas preparadas o conservadas
16041700;006;Preparaciones y conservas de anguilas enteras o en trozos
16052100;006;Camarones, langostinos y otros decapodos natantia preparados o conservados,presentados en envases no hermeticos
16023230;006;Preparaciones de gallo o gallina c/un contenido de carne o de despojos >= a 25 % y< a 57 % en peso,excluido higado
15012000;006;Grasas de cerdo excluida la manteca
15029000;006;Grasa de animales bovinos,ovinos o caprinos excluido sebo
12077010;006;Semilla de melon p/siembra
10085090;006;Quinoa excluido p/siembra
09101200;006;Jengibre triturado o pulverizado
29311000;006;Tetrametilo de plomo y tetraetilo de plomo
16055700;006;Abulones u orejas de mar preparados o conservados
87023000;006;Vehiculos automoviles p/transporte >= a 10 personas, equipados para la propulsion, con motor de embolo (piston) alternativo, de encendido por chispa y con motor electrico
29396931;006;Mesilato de dihidroergocornina
29396921;006;Mesilato de dihidroergotamina
29396919;006;Derivados de la ergometrina(DCI)y sus sales,ncop.
29396911;006;Maleato de metilergometrina
29396200;006;Ergotamina (DCI)y sus sales
29396100;006;Ergometrina(DCI)y sus sales
29395990;006;Sales y derivados de teofilina y aminofilina excluido fenetilina y sus sales
29395910;006;Teofilina
29395100;006;Fenetilina (DCI) y sus sales
29394300;006;Catina (DCI) y sus sales
29394200;006;Seudoefedrina(DCI)y sus sales
29394100;006;Efedrina y sus sales
29393010;006;Cafeina
29391900;006;Alcaloides del opio y sus derivados,sales de estos productos,ncop.
29391192;006;Tebaina y sus sales
29391191;006;Tebacona y sus sales
29391182;006;Oximorfona y sus sales
29391170;006;Nicomorfina y sus sales
29391169;006;Sales de la morfina excluido clorhidrato y sulfato
29391162;006;Clorhidrato y sulfato de morfina
29391161;006;Morfina
29391153;006;Hidromorfona y sus sales
29391151;006;Heroina y sus sales
29241949;006;Crotonamidas y sus derivados excluido dicrotofos
29241942;006;Dicrotofos
29372931;006;Acetato de ciproterona
29121919;006;Dialdehidos aciclicos ncop.
29121912;006;Glutaraldehido
29121911;006;Glioxal
40094100;006;Tubos de caucho vulcanizado,s/endurecer,reforzados y combinados de otro modo c/otras materias,s/accesorios
40092210;006;Tubos de caucho vulcanizado,s/endurecer,reforzados y combinados de otro modo solamente c/metal,c/presion de ruptura >=17,3 MPa,c/accesorios
40092110;006;Tubos de caucho vulcanizado,s/endurecer,reforzados y combinados de otro modo solamente c/metal,c/presion de ruptura >=17,3 MPa,s/accesorios
29096019;006;Hidroperoxidos ncop.
29096012;006;Hidroperoxidos de ter-butilo
29096011;006;Hidroperoxidos de diisopropibenceno
29095013;006;Isoeugenol
29095012;006;Eugenol
29095011;006;Triclosan
29094949;006;Butilenglicoles y sus eteres,ncop.
29094941;006;Eter etilico del butilenglicol
29094939;006;Propilenglicol y sus eteres,ncop.
29161911;006;Sorbato de potasio
29161511;006;Oleato de manitol
29161220;006;Esteres del acido acrilico: de etilo
29161120;006;Sales del acido acrilico
29211999;006;Monoaminas aciclicas y sus derivados,sales de estos productos,ncop.
29211923;006;Monoisopropilamina y sus sales
29211922;006;Di-n-propilamina y sus sales
29211919;006;Derivados de etilaminas,ncop.
29211914;006;Triclormetina(DCI)(tris(2-cloroetil)amina)
29211912;006;Trietilamina
29313995;006;"Hidrogenoalquil(de C1 a C3) fosfonitos de [O-2-(dialquil(de C1 a C3)amino)etilo]; sus esteres de O-alquilo (de hasta C10, incluidos los cicloalquilos); sus sales alquiladas o protonadas"
29313999;006;Compuestos organo-inorganicos ncop.
85151100;006;Soldadores y pistolas p/soldar electricas
85144000;006;Aparatos p/el tratamiento termico de materias por induccion o perdidas dielectricas excluidos hornos
85143029;006;Hornos electricos de laboratorios de arco voltaico
85143019;006;Hornos electricos de laboratorio de resistencia(de calentamiento directo)
85142019;006;Hornos electricos de laboratorio por induccion
84841000;006;Juntas metaloplasticas
85271910;006;Aparatos receptores de radiodifusion que puedan funcionar sin fuente de energia exterior,combinados c/reloj
85271200;006;Radiocasetes de bolsillo
85269200;006;Aparatos de radiotelemando
85261000;006;Aparatos de radar
85229040;006;Lectores de sonido,magneticos(cabezas magneticas)
85229020;006;Gabinetes p/aparatos grabadores y/o reproductores de sonido y/o de imagen
85221000;006;Capsulas fonocaptoras
85211090;006;"Grabador-reproductor de imagen y sonido ,p/cintas magneticas de anchura >= a 19,05mm.(3/4""),excluido s/sintonizador"
85211010;006;Aparatos de grabacion-reproduccion de imagen y sonido(videos)de cinta magnetica,s/sintonizador
84243030;006;Perforadoras por  chorro de agua c/ presion de trabajo maxima >= a 10 MPa
84243010;006;Equipos de desobstruccion de ca?erias o limpieza por chorro de agua
84241000;006;Extintores,incluso cargados
84239021;006;Partes de aparatos o instrumentos de la subpartida 8423.10
84239010;006;Pesas p/toda clase de basculas o balanzas
84238200;006;Aparatos p/pesar,c/capacidad > a 30 kg.y <= a 5000 kg.
84238190;006;Aparatos o instrumentos p/pesar,c/capacidad <= a 30 kg.,ncop.
84233090;006;Basculas y balanzas p/pesada constante ncop.
84233019;006;Dosificadoras ncop.
84232000;006;Basculas de pesada continua sobre transportador
84231000;006;Balanzas domesticas p/pesar personas
84229010;006;Partes de maquinas lavavajillas de uso domestico
84224020;006;Maquinas automaticas,p/embalar tubos o barras de metal,en atados de peso <= a 2000kg.y largo <= a 12m.
84223030;006;Maquinas p/gasificar bebidas
84223022;006;"Llenadora,cerradora incluso c/dispositivo de etiquetar envases tipo ""tetra-pack"" o ""erca-serac"""
84223021;006;Llenadora de cajas o sacos(bolsas) c/polvos o granulados
84221900;006;Maquinas lavavajillas,excluidas las domesticas
84219991;006;Cartuchos de membrana de aparatos de osmosis inversa
84219920;006;Partes de filtros de los tipos utilizados en lineas de sangre p/hemodialisis
84219199;006;Partes de centrifugadoras incluidas secadoras centrifugas,ncop.
84213990;006;Aparatos p/filtrar o depurar gases,ncop.
84831040;006;Manivelas
84831030;006;Arboles de transmision flexibles
61023000;006;Abrigos,chaquetones y similares de punto,de fibras sinteticas o artificiales,p/mujeres o ni?as
61012000;006;Abrigos,chaquetones y similares de punto,de algodon,p/hombres o ni?os
60069000;006;Tejidos de punto de fibras artificiales ncop.
60064200;006;Tejidos de punto de fibras artificiales te?idos,ncop.
60062400;006;Tejidos de punto de algodon estampados,ncop.
60062200;006;Tejidos de punto de algodon te?idos,ncop.
62021100;006;Abrigos,impermeables,chaquetones y similares excluidos de punto,de lana o pelo fino,p/mujeres o ni?as
62019200;006;Anoraks,cazadoras y similares excluidos de punto,de algodon, para hombres o ni?os
30043220;006;Medicamentos c/Espironolactona,acondicionados p/la venta por menor
30043210;006;Medicamentos c/hormonas corticosteroides,acondicionados p/la venta por menor
30042099;006;Medicamentos c/antibioticos ncop.,acondicionados p/la venta por menor
30042093;006;Medicamentos c/bleomicinas o sus sales acondicionados p/la venta por menor
30042091;006;Medicamentos c/Mitomicina acondicionados p/la venta por menor
30042072;006;Actinomicinas acondicionados p/la venta por menor
40029910;006;Caucho estireno-isopreno-estireno en formas primarias,placas,hojas o tiras
40028000;006;Mezcla de productos de caucho natural c/productos de caucho sintetico en formas primarias,placas,hojas o tiras
40025900;006;Caucho acrilonitrilo-butadieno(NBR)en formas primarias,placas,hojas o tiras,excluido latex
40025100;006;Latex de caucho acrilonitrilo-butadieno(NBR)
40023900;006;Caucho isobuteno-isopreno halogenado(CIIR o BIIR)en formas primarias,placas,hojas o tiras
40022010;006;Aceite de caucho butadieno(BR)
40021919;006;Caucho estireno-butadieno(SBR)en formas primarias excluido latex
40021912;006;Caucho estireno-butadieno(SBR)grado alimenticio en formas primarias excluido latex
40021120;006;Latex de estireno-butadieno carboxilado(XSBR}
40021110;006;Latex de estireno-butadieno
40012920;006;Caucho natural granulado o prensado
40012910;006;Crepe de caucho natural
40012200;006;Cauchos naturales tecnicamente especificados(TSNR)
40011000;006;Latex de caucho natural,incluso prevulcanizado
39219019;006;Placas,laminas,hojas y tiras de plastico ncop.,estratificadas
39211900;006;Placas,laminas,hojas y tiras de plasticos celulares ncop.
30033994;006;Medicamentos c/espironolactona,s/acondicionar p/la venta por menor
30033913;006;Medicamentos c/menotropinas s/acondicionar p/la venta por menor
28152000;006;Hidroxido de potasio(potasa caustica)
28151200;006;Hidroxido de sodio(soda caustica)en disolucion acuosa
28142000;006;Amoniaco en disolucion acuosa
28141000;006;Amoniaco anhidro
28139090;006;Sulfuros de los elementos no metalicos ncop.,trisulfuro de fosforo comercial
28131000;006;Disulfuro de carbono
28112230;006;Gel de silice
28112220;006;Dioxido de silicio tipo aerogel
28112100;006;Dioxido de carbono
28053010;006;Aleacion de cerio c/contenido de hierro <= a 5% (Mischmetal)
28051920;006;Calcio
28051910;006;Estroncio
28051200;006;Calcio
28049000;006;Selenio
28048000;006;Arsenico
28047030;006;Fosforo negro
28047020;006;Fosforo rojo o amorfo
28047010;006;Fosforo blanco
28045000;006;Boro,teluro
28044000;006;Oxigeno
28043000;006;Nitrogeno
28042910;006;Helio liquido
28042100;006;Argon
28041000;006;Hidrogeno
28030090;006;Carbono ncop.,excluidos negros de humo
28030019;006;Negros de humo excluido acetileno
28012090;006;Yodo excluido sublimado
28012010;006;Yodo sublimado
87024010;006;Trolebuses
87024090;006;Vehiculos automoviles p/transporte >= a 10 personas, unicamente propulsados con motor electrico, excepto trolebuses
87029000;006;Vehiculos automoviles p/transporte >= a 10 personas ncop.
85279100;006;Aparatos receptores de radiodifusion ncop., combinados c/grabador o reproductor de sonido
85284210;006;Monitores de tubos de rayos catodicos monocromaticos
85015330;006;Motores de corriente alterna trifasicos, de potencia > a 30.000 kW pero < o = a 50.000 kW
84601200;006;Maquinas de control numerico de rectificar superficies planas
84602200;006;Maquinas de rectificar sin centro, de control numerico
84602300;006;Maquinas de rectificar superficies cilindricas, de control numerico, ncop.
84602400;006;Maquinas de rectificar de control numerico ncop.
84561111;006;Maquinas herramientas de control numerico que operen mediante laser, para corte de chapas metalicas de espesor superior a 8 mm
84561290;006;Maquinas herramientas que operen mediante haces de luz o de fotones, excepto laser, excepto las de control numerico
84565000;006;Maquinas herramientas para cortar por chorro de agua
84594100;006;Escariadoras de control numerico ncop.
84324200;006;Distribuidores de abonos
84323110;006;Sembradoras-abonadoras para siembra directa
84323190;006;Plantadoras y trasplantadoras para siembra directa
84323910;006;Sembradoras-abonadoras, excepto las de siembra directa
84244100;006;Pulverizadores portatiles para agricultura u horticultura
84248221;006;Irrigadores y sistemas de riego por aspersion para agricultura u horticultura
84248290;006;Aparatos para agricultura u horticultura ncop.
69073000;006;Cubos, dados y articulos similares de ceramica, para mosaicos, excepto los de la subpartida 6907.40
40119090;006;Las demas neumaticos de caucho, nuevos,ncop
39191090;006;Las demas de placas, laminas, hojas, cintas, tiras y demas formas planas, autoadhesivas, de plastico, incluso en rollos.
39199090;006;Placas,laminas,hojas,cintas,tiras y demas formas planas,autoadesivas de plasticos, incluso en rollos
39119027;006;Cloruro de hexadimetrina,s/carga,en formas primarias
39076900;006;Poli(tereftalato de etileno) con un indice de viscosidad inferior a 78 ml/g
39093900;006;Resinas aminicas ncop.
39014000;006;Copolimeros de etileno y alfa-olefina de densidad inferior a 0,94
38249935;006;Mezclas de mono-, di- y triisopropanolaminas
38249936;006;Reticulantes para siliconas
38249941;006;Preparaciones desincrustantes, anticorrosivas o antioxidantes
38249942;006;Mezcla eutectica de difenilo y oxido de difenilo
38249943;006;A base de trimetil-3,9-dietildecano
38249951;006;Antiespumantes que contengan fosfato de tributilo en solucion de alcohol isopropilico
38249952;006;Mezclas de polietilenglicoles
38249953;006;Polipropilenglicol liquido
38249954;006;Retardantes de llama que contengan mezclas de fosfatos de trifenilo isopropilados
38249971;006;"Cal sodada; carbonato de calcio hidrofugo"
08012100;006;Nueces de Brasil c/cascara
08011900;006;Cocos excluidos secos y c/la cascara interna (endocarpio)
07142000;006;Batatas
07141000;006;Raices de mandioca
07139010;006;Hortalizas de vaina ncop.secas desvainadas p/siembra
07135010;006;Habas secas desvainadas p/siembra
07134090;006;Lentejas secas desvainadas excluidas p/siembra
29321400;006;Sucralosa
29313100;006;Metilfosfonato de dimetilo
29313200;006;Propilfosfonato de dimetilo
29313300;006;Etilfosfonato de dietilo
29313400;006;3-(Trihidroxisilil)propil metilfosfonato de sodio
29313600;006;Metilfosfonato de (5-etil-2-metil-2-oxido-1,3,2-dioxafosfinan-5-il)metil metilo
29306000;006;2-(N,N-Dietilamino)etanotiol
29307000;006;Sulfuro de bis(2-hidroxietilo) (tiodiglicol (DCI))
29308010;006;Aldicarb
29308020;006;Captafol
29308030;006;Metamidofos
29264000;006;alfa-Fenilacetoacetonitrilo
29233000;006;Perfluorooctano sulfonato de tetraetilamonio
29234000;006;Perfluorooctano sulfonato de didecildimetilamonio
29242500;006;Alaclor (ISO)
29221700;006;Metildietanolamina y etildietanolamina
29221800;006;2-(N,N-Diisopropilamino)etanol
29221971;006;Clorhidrato de propafenona
29221979;006;Sales de propafenona excepto clorhidrato
29221981;006;Tartrato de metoprolol
29221600;006;Perfluorooctano sulfonato de dietanolamonio
29211200;006;Clorhidrato de 2-cloroetil (N,N-dimetilamina)
29211300;006;Clorhidrato de 2-cloroetil (N,N-dietilamina)
29202200;006;Fosfito de dietilo
29202300;006;Fosfito de trimetilo
29202400;006;Fosfito de trietilo
29202920;006;Fosfito de difenilo
29202950;006;Fosfito de tris(2,4-di-ter-butilfenilo)
02109900;006;Despojos comestibles salados,en salmuera,secos,ahumados,harina y polvo comestible,de animales ncop.
02109300;006;Carne,despojos comestibles salados,secos,ahumados,harina y polvo comestible,de reptiles incluidos serpientes y tortugas de mar
02109200;006;Carne,despojos comestibles salados,secos,ahumados,harina y polvo comestible,de ballenas,delfines,marsopas,manaties y dugones o dugongos
02109100;006;Carne,despojos comestibles salados,secos,ahumados,harina y polvo comestible,de primates
03019310;006;Carpas p/reproduccion
03019290;006;Anguilas excluidas p/reproduccion
03019190;006;Truchas excluidas p/reproduccion
29362119;006;Derivados de Vitamina A1 alcohol(retinol),ncop.
29362113;006;Palmitato de Vitamina A1 alcohol(retinol)
29362111;006;Vitamina A1 alcohol(retinol)
29270021;006;Azodicarbonamida
29269096;006;Cianoacrilatos de etilo
29269095;006;Clorotalonil
29269093;006;Closantel
29269092;006;Cianhidrina de acetona
29269091;006;Adiponitrilo(1,4-dicianobutano)
29269030;006;Alcohol alfa ciano 3 fenoxibencilico
29269025;006;Fenvalerato
29269024;006;Deltametrina
29269022;006;Ciflutrin
29269021;006;Alcohol alfa-ciano-3-fenoxibencilico
29269019;006;Sales de verapamilo excluido clorhidrato
29269012;006;Clorhidrato de verapamilo
29269011;006;Verapamilo
29263020;006;Intermedio de la metadona
29263012;006;Sales de Fenproporex
62011900;006;Abrigos,impermeables,chaquetones y similares excluidos de punto,de materia textil ncop.p/hombres o ni?os
25202010;006;Yeso fraguable,molido,p/odontologia
25201020;006;Anhidrita
25201019;006;Yeso natural excluido en trozos irregulares
25199090;006;Magnesita calcinada a muerte,oxido de magnesio
25183000;006;Aglomerado de dolomita
25182000;006;Dolomita calcinada o sinterizada
30021229;006;Fracciones de la sangre, excepto las preparadas como medicamentos, ncop.
29353000;006;N-Etil-N-(2-hidroxietil) perfluorooctano sulfonamida
60053700;006;Tejidos de punto por urdimbre de fibras sinteticas ncop. te?idos
60053800;006;Tejidos de punto por urdimbre de fibras sinteticas ncop. con hilados de distintos colores
03029900;006;Cabezas, colas, vejigas natatorias y demas despojos comestibles de pescado frescos o refrigerados excluido en filetes
84314923;006;Depositos de combustible y demas recipientes p/maquinas y aparatos de las partidas 8429 y 8431
29313913;006;Etidronato disodico
29313500;006;2,4,6-Trioxido de 2,4,6-tripropil-1,3,5,2,4,6-trioxatrifosfinano
29221989;006;Sales de metoprolol excepto tartrato
28539012;006;Fosfuro de magnesio
26011290;006;Aglomerados de hierro no <pelletizados>, o <pelletizados> de diametro < a 8 mm o > a 18 mm
03075900;006;Pulpos excluido vivos,frescos,refrigerados  o congelados
03063500;006;Camarones, langostinos y demas decopodos Natantia de agua fria (Pandalus spp., Crangoncrangon) vivas, frescas o refrigeradas
03069910;006;Langostas de agua dulce (Cherax quadricarinatus) harina, polvo y pellets de crustaceos, aptos para la alimentacion humana
03055310;006;Bacalaos polares,carboneros,marucas,marucas azules,brosmios,brotolas de fango y eglefinos secos ,incluso saladas,s/ahumar
03039920;006;Cabezas de Austromerluzas antarticas congeladas excluido en filetes
55101190;006;Las demas de hilados de fibras artificiales discontinuas (excepto el hilo de coser) sin acondicionar para la venta al por menor ncop
44187300;006;Tableros ensamblados para revestimiento de suelo de bambu o que tengan por lo menos la capa superior de bambu
44219900;006;Manufacturas de madera ncop.
87038000;006;Vehiculos ncop. propulsados unicamente con motor electrico
87019510;006;Tractores ncop., con motor de potencia > a 130 kW, especialmente dise?ados para arrastrar troncos
84561211;006;Maquinas herramientas de control numerico que operen mediante haces de luz o de fotones, excepto laser, para corte de chapas metalicas de espesor superior a 8 mm
40118090;006;Neumaticos de caucho,nuevos, de los tipos utilizados en vehiculos y maquinas para la construccion, mineria o mantenimiento industrial, ncop.
38249929;006;"Derivados de acidos grasos industriales; mezclas y preparaciones que contengan alcoholes grasos o acidos carboxilicos, incluso sus derivados ncop."
38249931;006;Mezclas y preparaciones para caucho o plastico y demas mezclas y preparaciones para endurecer resinas sinteticas, colas, pinturas o para otros usos similares que contengan isocianatos de hexametileno u otros isocianatos
38249933;006;Mezclas y preparaciones para caucho o plastico y demas mezclas y preparaciones para endurecer resinas sinteticas, colas, pinturas o para otros usos similares que contengan polietilenaminas y dietilentriaminas, aptas para la coagulacion de latex
38249959;006;"Polietilenglicoles y sus mezclas; polipropilenglicoles y sus mezclas; mezclas y preparaciones que contengan esteres de acidos inorganicos y sus derivados, ncop."
38123911;006;Preparaciones antioxidantes y demas estabilizantes compuestos para caucho que contengan derivados N-sustituidos de la p-fenilendiamina
38123921;006;Preparaciones antioxidantes y demas estabilizantes compuestos para plastico que contengan derivados N-sustituidos de la p-fenilendiamina
38089328;006;Herbicidas a base de hexazinona,acondicionados p/la venta por menor
37050010;006;Fotomascaras sobre vidrio plano, positivas, aptas para la grabacion en pastilla de silicio (chips) para fabricacion de microestructuras electronicas
28011000;006;Cloro
27149000;006;Betunes y asfaltos naturales,asfaltitas y rocas asfalticas
28289019;006;Hipocloritos ncop.
28281000;006;Hipoclorito de calcio comercial,otros hipocloritos de calcio
28276029;006;Oxiyoduros ncop.
28276021;006;Oxiyoduros de potasio
28276012;006;Yoduros de potasio
28276011;006;Yoduro de sodio
28275100;006;Bromuros de sodio o potasio
28274929;006;Hidroxicloruros ncop.
28274921;006;Hidroxicloruros de aluminio
28274919;006;Oxicloruros ncop.
28274912;006;Oxicloruros de circonio
28274110;006;Oxicloruros de cobre
55101112;006;De modal en hilados de fibras artificiales discontinuas (excepto el hilo de coser) sin acondicionar para la venta al por menor.
55101211;006;"De rayon viscosa, excepto modal; retorcidos o cableados"
55101213;006;De lyocell retircidos o cableados
55101290;006;Los demas retorcidos o cableados ncop
55102011;006;Hilados de rayon viscosa, excepto modal obtenidos a partir de fibras de celulosa (mezcla exclusiva o principalmente con lana o pelo fino)
55102012;006;Hilados de modal obtenidos a partir de fibras de celulosa (mezcla exclusiva o principalmente con lana o pelo fino)
55103011;006;Hilados mezclados exclusiva o principalmente con algodon de rayon viscosa, excepto modal
55103012;006;Hilados mezclados exclusiva o principalmente con algodon de modal
55103013;006;Hilados mezclados exclusiva o principalmente con algodon de lyocell, excepto modal
55103019;006;Los demas hilados mezclados exclusiva o principalmente con algodon
55109013;006;Los demas hilados de lyocell, excepto modal
55109090;006;Los demas hilados de rayon viscosa, excepto modal ncop
55064000;006;Fibras sinteticas de polipropileno,cardadas,peinadas,transformadas,p/hilatura
03069500;006;Camarones, langostinos y demas decopodos Natantia  incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera
55101113;006;De lyocell en hilados de fibras artificiales discontinuas (excepto el hilo de coser) sin acondicionar para la venta al por menor.
44032300;006;Madera en bruto de abeto y de picea, sin agentes de conservacion, cuya mayor dimension de la seccion transversal sea > o = a 15 cm
85285220;006;Monitores aptos para ser conectados directamente y dise?ados para ser utilizados con una maquina automatica para tratamiento o procesamiento dedatos de la partida 84.71.  Policromaticos
85286200;006;Proyectores aptos para ser conectados directamente y dise?ados para ser utilizados con una maquina automatica para tratamiento o procesamiento de datos de la partida 84.71
84323990;006;Plantadoras y trasplantadoras, excepto las de siembra directa
39191010;006;De polipropileno en placas, laminas, hojas, cintas, tiras y demas formas planas, autoadhesivas, de plastico, incluso en rollos.
44032400;006;Madera en bruto de abeto y de picea, sin agentes de conservacion, cuya mayor dimension de la seccion transversal sea < a 15 cm
44039500;006;Madera en bruto de abedul, sin agentes de conservacion, cuya mayor dimension de la seccion transversal sea > o = a 15 cm
44039600;006;Madera en bruto de abedul, sin agentes de conservacion, cuya mayor dimension de la seccion transversal sea < a 15 cm
44071100;006;Madera aserrada de pino de espesor > a 6mm.
94069020;006;Construcciones prefabricadas con estructura de hierro o acero y paredes exteriores constituidas esencialmente por estas materias
90065951;006;Camaras fotograficas de foco ajustable para la obtencion de negativos de 45 mm x 60 mm o de dimensiones superiores
87034000;006;Vehiculos ncop. equipados para la propulsion con motor de embolo (piston) alternativo, de encendido por chispa y con motor electrico, excepto los que se puedan cargar mediante conexion a una fuente externa de alimentacion electrica
56031440;006;Telas s/tejer de peso > a 150 g/m2 ,de rayon viscosa
56039320;006;Telas s/tejer de poliesteres ncop.,peso > 70g/m2 y <= a 150g/m2
53031010;006;Yute en bruto o enriado
29242947;006;Acido ioxitalamico
22042920;006;Mosto de uva en el que la fermentacion se ha impedido o cortado a?adiendo alcohol ncop.
03056910;006;Carboneros,marucas y brosmios salados,s/secar ni ahumar,y en salmuera excluidos los despojos comestibles
03061500;006;Cigalas congeladas
03043290;006;Filetes de bagres o pez gato excluidos bagres del canal,frescos o refrigerados
03043900;006;Filetes de carpas,anguilas y peces cabeza de serpiente frescos o refrigerados
03044300;006;Filetes de pescados planos (Pleuronectidae, Bothidae,Cynoglossidae,Soleidae,Scophthalmidae y Citharidae)frescos o refrigerados
30036000;006;Los demas, que contengan los principios activos contra la malaria (paludismo) descritos en la Nota2 de subpartida del presente Capitulo
30021211;006;Antiofidicos y otros antivenenosos
29397911;006;Bromuro de N-butilescopolamonio
29359029;006;Sulfonamidas cuya estructura contenga heterociclo(s) sin heteroatomo(s) de nitrogeno exclusivamente ncop.
60053900;006;Tejidos de punto por urdimbre de fibras sinteticas ncop. estampados
38086290;006;Los demas de productos mencionados en la Nota 2 de subpartida de este capitulo
03048890;006;" Filets congelados de cazones, escualos ncop. y rayas (Rajidae) excluido tiburon azul."
22029900;006;Bebidas no alcoholicas excluido todo tipo de agua, suplementos dietarios, preparaciones alimenticias para propositos medicos especificos, etc
29049990;006;Derivados nitrohalogenados, nitrosulfonados, principios activos de plaguicidas agroquimicos
29397990;006;Alcaloides de origen vegetal  ncop. (sus sales, eteres, esteres y demas derivados).
30021900;006;Antisueros(sueros con anticuerpos),demas fracciones de la sangre y productos inmunologicos, ncop.
30044990;006;Medicamentos(excepto los de las partidas 30.02,30.05,o 30.06) para usos terapeuticos, acond,para la venta al por menor, ncop.
39199010;006;Placas, laminas, hojas, cintas y demas formas planas autoadhesivas, de polipropileno, ncop.
39199020;006;Placas,laminas.hojas,cintas,tiras y demas formas planas,autoadesivas de plasticos, incluso en rollos,de poli(cloruro de vinilo)
22042910;006;Los dema vinos,mosto de uva en el que la fermentacion se ha impedido o cortado a?adiendole alcohol.
60063410;006;Tejidos de punto estampados de nailon o demas poliamidas
30021219;006;Antisueros especificos ncop. De animales o de personas inmunizados
03044500;006;Filetes de peces espada frescos o refrigerados
03045100;006;Carne de tilapias(Oreochromis spp.),bagres o pez gato,carpas,anguilas,percas del Nilo y peces cabeza de serpiente  excluido filetes,fresca o refrigerada
03045300;006;Carne de hubbsi(Merluccius hubbsi)excluido filetes,fresca o refrigerada
03045900;006;Carne de pescado ncop.excluido en filetes,fresca o refrigerada
03038952;006;Tilapias(Tilapia spp., Sarotherodon spp.,Danakilia spp.- sus hibridos)congeladas excluido en filetes
03036700;006;Abadejos de Alaska congelados excluido en filetes
03036990;006;Pescados de las familias Bregmacerotidae,Euclichthyidae,Gadidae, Macrouridae,Melanonidae,Merlucciidae,Moridae y Muraenolepididae ncop. Congelados excluidos en filetes
03028932;006;Tilapias(Tilapia spp.,Sarotherodon spp.,Danakilia spp.,sus hibridos)frescos o refrigerados  excluido en filetes
03032490;006;Bagres o pez gato excluidos bagres del canal,congelados excluido en filetes
03035500;006;Jureles congelados excluido en filetes
03022400;006;Rodaballos frescos o refrigerados  excluido en filetes
03024300;006;Sardinas,sardinelas y espadines frescos o refrigerados  excluido en filetes
03025300;006;Carboneros frescos o refrigerados  excluido en filetes
29263011;006;Fenproporex
29242932;006;Propoxur
29242919;006;Derivados de la acetanilida,sales de estos productos,ncop.
29242915;006;2,5-Dimetoxiacetoanilida
29242914;006;Lidocaina y su clorhidrato
29242912;006;4-Aminoacetanilida
29221952;006;N,N-Dietil-2-aminoetanol y sus sales protonadas
29242911;006;Acetanilida
29242400;006;Etinamato
29242300;006;Acido 2-acetamidobenzoico(acidoN-acetilantranilico) y sus sales
29242190;006;Ureinas y sus derivados,sales de estos productos,ncop.
29242120;006;Diuron
29241999;006;Amidas aciclicas(incl.carbamatos)y sus derivados,sales de estos productos,ncop.
29241994;006;Dietanolaminas de acidos grasos de C12 a C18
29241991;006;N,N-Dimetilurea
29121200;006;Etanal(acetaldehido)
29121100;006;Metanal(formaldehido)
29110010;006;Dimetilacetal del 2-nitrobenzaldehido
29109010;006;Oxido de estireno
29102000;006;Metiloxirano(oxido de propileno)
29101000;006;Oxirano(oxido de etileno)
29241939;006;Acrilamidas y sus derivados,ncop.
29241931;006;Acrilamida
29241929;006;Formamidas y Acetamidas,ncop.
29241922;006;N,N-Dimetilformamida
